Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
7/15/2016,13967600000000.00,5418460000000.00,19386100000000.00,1,2016,4,2016,3,7,15
7/14/2016,13964100000000.00,5416450000000.00,19380600000000.00,1,2016,4,2016,3,7,14
7/13/2016,13946800000000.00,5414520000000.00,19361300000000.00,1,2016,4,2016,3,7,13
7/12/2016,13946000000000.00,5426890000000.00,19372900000000.00,1,2016,4,2016,3,7,12
7/11/2016,13944600000000.00,5422410000000.00,19367000000000.00,1,2016,4,2016,3,7,11
7/8/2016,13944000000000.00,5418000000000.00,19362000000000.00,1,2016,4,2016,3,7,8
7/7/2016,13944000000000.00,5416180000000.00,19360200000000.00,1,2016,4,2016,3,7,7
7/6/2016,13928100000000.00,5415430000000.00,19343500000000.00,1,2016,4,2016,3,7,6
7/5/2016,13927200000000.00,5400520000000.00,19327700000000.00,1,2016,4,2016,3,7,5
7/1/2016,13926100000000.00,5390840000000.00,19316900000000.00,1,2016,4,2016,3,7,1
6/30/2016,13932700000000.00,5448850000000.00,19381600000000.00,1,2016,3,2016,2,6,30
6/29/2016,13909300000000.00,5374030000000.00,19283300000000.00,1,2016,3,2016,2,6,29
6/28/2016,13909000000000.00,5375390000000.00,19284400000000.00,1,2016,3,2016,2,6,28
6/27/2016,13908800000000.00,5370480000000.00,19279300000000.00,1,2016,3,2016,2,6,27
6/24/2016,13907900000000.00,5370010000000.00,19277900000000.00,1,2016,3,2016,2,6,24
6/23/2016,13894400000000.00,5365400000000.00,19259800000000.00,1,2016,3,2016,2,6,23
6/22/2016,13895600000000.00,5356800000000.00,19252400000000.00,1,2016,3,2016,2,6,22
6/21/2016,13894800000000.00,5370900000000.00,19265700000000.00,1,2016,3,2016,2,6,21
6/20/2016,13894100000000.00,5362580000000.00,19256700000000.00,1,2016,3,2016,2,6,20
6/17/2016,13893800000000.00,5359220000000.00,19253000000000.00,1,2016,3,2016,2,6,17
6/16/2016,13893500000000.00,5354740000000.00,19248200000000.00,1,2016,3,2016,2,6,16
6/15/2016,13897100000000.00,5348510000000.00,19245600000000.00,1,2016,3,2016,2,6,15
6/14/2016,13874200000000.00,5355840000000.00,19230100000000.00,1,2016,3,2016,2,6,14
6/13/2016,13873300000000.00,5348930000000.00,19222300000000.00,1,2016,3,2016,2,6,13
6/10/2016,13872900000000.00,5345980000000.00,19218900000000.00,1,2016,3,2016,2,6,10
6/9/2016,13872600000000.00,5346880000000.00,19219500000000.00,1,2016,3,2016,2,6,9
6/8/2016,13882700000000.00,5347570000000.00,19230300000000.00,1,2016,3,2016,2,6,8
6/7/2016,13882400000000.00,5346010000000.00,19228400000000.00,1,2016,3,2016,2,6,7
6/6/2016,13881100000000.00,5339410000000.00,19220500000000.00,1,2016,3,2016,2,6,6
6/3/2016,13879600000000.00,5334950000000.00,19214500000000.00,1,2016,3,2016,2,6,3
6/2/2016,13879200000000.00,5350100000000.00,19229300000000.00,1,2016,3,2016,2,6,2
6/1/2016,13884300000000.00,5346360000000.00,19230600000000.00,1,2016,3,2016,2,6,1
5/31/2016,13886300000000.00,5379150000000.00,19265500000000.00,1,2016,3,2016,2,5,31
5/27/2016,13857300000000.00,5369110000000.00,19226400000000.00,1,2016,3,2016,2,5,27
5/26/2016,13842700000000.00,5373430000000.00,19216100000000.00,1,2016,3,2016,2,5,26
5/25/2016,13842100000000.00,5372020000000.00,19214100000000.00,1,2016,3,2016,2,5,25
5/24/2016,13841300000000.00,5381710000000.00,19223000000000.00,1,2016,3,2016,2,5,24
5/23/2016,13840700000000.00,5371770000000.00,19212500000000.00,1,2016,3,2016,2,5,23
5/20/2016,13840200000000.00,5369640000000.00,19209800000000.00,1,2016,3,2016,2,5,20
5/19/2016,13840100000000.00,5372350000000.00,19212500000000.00,1,2016,3,2016,2,5,19
5/18/2016,13837000000000.00,5369560000000.00,19206500000000.00,1,2016,3,2016,2,5,18
5/17/2016,13836000000000.00,5382000000000.00,19218000000000.00,1,2016,3,2016,2,5,17
5/16/2016,13835000000000.00,5371950000000.00,19207000000000.00,1,2016,3,2016,2,5,16
5/13/2016,13832800000000.00,5367120000000.00,19199900000000.00,1,2016,3,2016,2,5,13
5/12/2016,13832800000000.00,5367370000000.00,19200200000000.00,1,2016,3,2016,2,5,12
5/11/2016,13829300000000.00,5364070000000.00,19193400000000.00,1,2016,3,2016,2,5,11
5/10/2016,13828500000000.00,5376010000000.00,19204500000000.00,1,2016,3,2016,2,5,10
5/9/2016,13827300000000.00,5370230000000.00,19197500000000.00,1,2016,3,2016,2,5,9
5/6/2016,13827000000000.00,5363010000000.00,19190100000000.00,1,2016,3,2016,2,5,6
5/5/2016,13826900000000.00,5361180000000.00,19188100000000.00,1,2016,3,2016,2,5,5
5/4/2016,13832200000000.00,5354410000000.00,19186700000000.00,1,2016,3,2016,2,5,4
5/3/2016,13831600000000.00,5340170000000.00,19171800000000.00,1,2016,3,2016,2,5,3
5/2/2016,13831200000000.00,5338820000000.00,19170000000000.00,1,2016,3,2016,2,5,2
4/29/2016,13841200000000.00,5346190000000.00,19187400000000.00,1,2016,3,2016,2,4,29
4/28/2016,13824400000000.00,5361850000000.00,19186200000000.00,1,2016,3,2016,2,4,28
4/27/2016,13845700000000.00,5363740000000.00,19209400000000.00,1,2016,3,2016,2,4,27
4/26/2016,13844800000000.00,5373830000000.00,19218700000000.00,1,2016,3,2016,2,4,26
4/25/2016,13844300000000.00,5366050000000.00,19210300000000.00,1,2016,3,2016,2,4,25
4/22/2016,13844400000000.00,5353810000000.00,19198200000000.00,1,2016,3,2016,2,4,22
4/21/2016,13844300000000.00,5352510000000.00,19196800000000.00,1,2016,3,2016,2,4,21
4/20/2016,13868100000000.00,5347570000000.00,19215700000000.00,1,2016,3,2016,2,4,20
4/19/2016,13865800000000.00,5356020000000.00,19221800000000.00,1,2016,3,2016,2,4,19
4/18/2016,13865700000000.00,5342630000000.00,19208300000000.00,1,2016,3,2016,2,4,18
4/15/2016,13865500000000.00,5338180000000.00,19203600000000.00,1,2016,3,2016,2,4,15
4/14/2016,13882000000000.00,5321210000000.00,19203200000000.00,1,2016,3,2016,2,4,14
4/13/2016,13902500000000.00,5318800000000.00,19221300000000.00,1,2016,3,2016,2,4,13
4/12/2016,13903100000000.00,5330910000000.00,19234000000000.00,1,2016,3,2016,2,4,12
4/11/2016,13902500000000.00,5323770000000.00,19226200000000.00,1,2016,3,2016,2,4,11
4/8/2016,13903100000000.00,5320090000000.00,19223200000000.00,1,2016,3,2016,2,4,8
4/7/2016,13902900000000.00,5318290000000.00,19221200000000.00,1,2016,3,2016,2,4,7
4/6/2016,13924000000000.00,5314930000000.00,19238900000000.00,1,2016,3,2016,2,4,6
4/5/2016,13923100000000.00,5313950000000.00,19237100000000.00,1,2016,3,2016,2,4,5
4/4/2016,13922000000000.00,5306010000000.00,19228000000000.00,1,2016,3,2016,2,4,4
4/1/2016,13921700000000.00,5296840000000.00,19218500000000.00,1,2016,3,2016,2,4,1
3/31/2016,13924900000000.00,5340060000000.00,19264900000000.00,1,2016,2,2016,1,3,31
3/30/2016,13899600000000.00,5333300000000.00,19233000000000.00,1,2016,2,2016,1,3,30
3/29/2016,13900300000000.00,5335440000000.00,19235700000000.00,1,2016,2,2016,1,3,29
3/28/2016,13899600000000.00,5330530000000.00,19230100000000.00,1,2016,2,2016,1,3,28
3/25/2016,13886700000000.00,5328210000000.00,19214900000000.00,1,2016,2,2016,1,3,25
3/24/2016,13886700000000.00,5324970000000.00,19211700000000.00,1,2016,2,2016,1,3,24
3/23/2016,13872300000000.00,5328320000000.00,19200600000000.00,1,2016,2,2016,1,3,23
3/22/2016,13872000000000.00,5339330000000.00,19211300000000.00,1,2016,2,2016,1,3,22
3/21/2016,13871800000000.00,5333820000000.00,19205600000000.00,1,2016,2,2016,1,3,21
3/18/2016,13871700000000.00,5331280000000.00,19203000000000.00,1,2016,2,2016,1,3,18
3/17/2016,13872100000000.00,5316130000000.00,19188200000000.00,1,2016,2,2016,1,3,17
3/16/2016,13844800000000.00,5306630000000.00,19151400000000.00,1,2016,2,2016,1,3,16
3/15/2016,13844400000000.00,5317440000000.00,19161900000000.00,1,2016,2,2016,1,3,15
3/14/2016,13819700000000.00,5308970000000.00,19128700000000.00,1,2016,2,2016,1,3,14
3/11/2016,13819000000000.00,5305330000000.00,19124300000000.00,1,2016,2,2016,1,3,11
3/10/2016,13818900000000.00,5306400000000.00,19125300000000.00,1,2016,2,2016,1,3,10
3/9/2016,13795100000000.00,5305070000000.00,19100200000000.00,1,2016,2,2016,1,3,9
3/8/2016,13794800000000.00,5318080000000.00,19112900000000.00,1,2016,2,2016,1,3,8
3/7/2016,13794800000000.00,5303000000000.00,19097800000000.00,1,2016,2,2016,1,3,7
3/4/2016,13793900000000.00,5299620000000.00,19093500000000.00,1,2016,2,2016,1,3,4
3/3/2016,13793900000000.00,5299270000000.00,19093200000000.00,1,2016,2,2016,1,3,3
3/2/2016,13783200000000.00,5314360000000.00,19097500000000.00,1,2016,2,2016,1,3,2
3/1/2016,13783300000000.00,5307540000000.00,19090900000000.00,1,2016,2,2016,1,3,1
2/29/2016,13785200000000.00,5340270000000.00,19125500000000.00,1,2016,2,2016,1,2,29
2/26/2016,13750500000000.00,5329570000000.00,19080100000000.00,1,2016,2,2016,1,2,26
2/25/2016,13737100000000.00,5333580000000.00,19070700000000.00,1,2016,2,2016,1,2,25
2/24/2016,13720800000000.00,5333390000000.00,19054200000000.00,1,2016,2,2016,1,2,24
2/23/2016,13720300000000.00,5344600000000.00,19064900000000.00,1,2016,2,2016,1,2,23
2/22/2016,13720100000000.00,5333280000000.00,19053400000000.00,1,2016,2,2016,1,2,22
2/19/2016,13720700000000.00,5331670000000.00,19052400000000.00,1,2016,2,2016,1,2,19
2/18/2016,13720700000000.00,5326470000000.00,19047100000000.00,1,2016,2,2016,1,2,18
2/17/2016,13702300000000.00,5326660000000.00,19029000000000.00,1,2016,2,2016,1,2,17
2/16/2016,13701800000000.00,5328200000000.00,19030000000000.00,1,2016,2,2016,1,2,16
2/12/2016,13694800000000.00,5321730000000.00,19016500000000.00,1,2016,2,2016,1,2,12
2/11/2016,13694700000000.00,5321610000000.00,19016300000000.00,1,2016,2,2016,1,2,11
2/10/2016,13671200000000.00,5320110000000.00,18991300000000.00,1,2016,2,2016,1,2,10
2/9/2016,13671200000000.00,5334130000000.00,19005400000000.00,1,2016,2,2016,1,2,9
2/8/2016,13671200000000.00,5329060000000.00,19000200000000.00,1,2016,2,2016,1,2,8
2/5/2016,13671700000000.00,5324690000000.00,18996400000000.00,1,2016,2,2016,1,2,5
2/4/2016,13671800000000.00,5324900000000.00,18996700000000.00,1,2016,2,2016,1,2,4
2/3/2016,13654000000000.00,5321240000000.00,18975200000000.00,1,2016,2,2016,1,2,3
2/2/2016,13654200000000.00,5338080000000.00,18992300000000.00,1,2016,2,2016,1,2,2
2/1/2016,13653600000000.00,5322090000000.00,18975700000000.00,1,2016,2,2016,1,2,1
1/29/2016,13657200000000.00,5355670000000.00,19012800000000.00,1,2016,2,2016,1,1,29
1/28/2016,13642400000000.00,5347390000000.00,18989800000000.00,1,2016,2,2016,1,1,28
1/27/2016,13619200000000.00,5343380000000.00,18962600000000.00,1,2016,2,2016,1,1,27
1/26/2016,13619400000000.00,5348970000000.00,18968300000000.00,1,2016,2,2016,1,1,26
1/25/2016,13618300000000.00,5343710000000.00,18962000000000.00,1,2016,2,2016,1,1,25
1/22/2016,13618100000000.00,5343500000000.00,18961600000000.00,1,2016,2,2016,1,1,22
1/21/2016,13618100000000.00,5340770000000.00,18958800000000.00,1,2016,2,2016,1,1,21
1/20/2016,13605200000000.00,5336180000000.00,18941400000000.00,1,2016,2,2016,1,1,20
1/19/2016,13604800000000.00,5335880000000.00,18940600000000.00,1,2016,2,2016,1,1,19
1/15/2016,13604900000000.00,5329730000000.00,18934600000000.00,1,2016,2,2016,1,1,15
1/14/2016,13599600000000.00,5323920000000.00,18923600000000.00,1,2016,2,2016,1,1,14
1/13/2016,13634500000000.00,5321270000000.00,18955800000000.00,1,2016,2,2016,1,1,13
1/12/2016,13634500000000.00,5263220000000.00,18897700000000.00,1,2016,2,2016,1,1,12
1/11/2016,13634500000000.00,5257320000000.00,18891900000000.00,1,2016,2,2016,1,1,11
1/8/2016,13635100000000.00,5253520000000.00,18888600000000.00,1,2016,2,2016,1,1,8
1/7/2016,13635000000000.00,5252910000000.00,18887900000000.00,1,2016,2,2016,1,1,7
1/6/2016,13670000000000.00,5248350000000.00,18918400000000.00,1,2016,2,2016,1,1,6
1/5/2016,13670600000000.00,5247860000000.00,18918400000000.00,1,2016,2,2016,1,1,5
1/4/2016,13669500000000.00,5231430000000.00,18900900000000.00,1,2016,2,2016,1,1,4
12/31/2015,13672500000000.00,5249660000000.00,18922200000000.00,1,2016,1,2015,4,12,31
12/30/2015,13622700000000.00,5202330000000.00,18825100000000.00,1,2016,1,2015,4,12,30
12/29/2015,13622000000000.00,5202110000000.00,18824100000000.00,1,2016,1,2015,4,12,29
12/28/2015,13621300000000.00,5197400000000.00,18818700000000.00,1,2016,1,2015,4,12,28
12/24/2015,13608100000000.00,5194770000000.00,18802900000000.00,1,2016,1,2015,4,12,24
12/23/2015,13603200000000.00,5192110000000.00,18795300000000.00,1,2016,1,2015,4,12,23
12/22/2015,13603000000000.00,5204370000000.00,18807400000000.00,1,2016,1,2015,4,12,22
12/21/2015,13602200000000.00,5196050000000.00,18798200000000.00,1,2016,1,2015,4,12,21
12/18/2015,13602300000000.00,5192730000000.00,18795000000000.00,1,2016,1,2015,4,12,18
12/17/2015,13602400000000.00,5193890000000.00,18796300000000.00,1,2016,1,2015,4,12,17
12/16/2015,13600700000000.00,5187410000000.00,18788100000000.00,1,2016,1,2015,4,12,16
12/15/2015,13600600000000.00,5197570000000.00,18798200000000.00,1,2016,1,2015,4,12,15
12/14/2015,13576100000000.00,5191580000000.00,18767600000000.00,1,2016,1,2015,4,12,14
12/11/2015,13576200000000.00,5188730000000.00,18764900000000.00,1,2016,1,2015,4,12,11
12/10/2015,13576400000000.00,5185690000000.00,18762100000000.00,1,2016,1,2015,4,12,10
12/9/2015,13587300000000.00,5187810000000.00,18775100000000.00,1,2016,1,2015,4,12,9
12/8/2015,13587700000000.00,5201400000000.00,18789100000000.00,1,2016,1,2015,4,12,8
12/7/2015,13587000000000.00,5202220000000.00,18789200000000.00,1,2016,1,2015,4,12,7
12/4/2015,13587800000000.00,5199030000000.00,18786800000000.00,1,2016,1,2015,4,12,4
12/3/2015,13588000000000.00,5200010000000.00,18788000000000.00,1,2016,1,2015,4,12,3
12/2/2015,13586500000000.00,5216270000000.00,18802700000000.00,1,2016,1,2015,4,12,2
12/1/2015,13586000000000.00,5211830000000.00,18797800000000.00,1,2016,1,2015,4,12,1
11/30/2015,13589000000000.00,5238330000000.00,18827300000000.00,1,2016,1,2015,4,11,30
11/27/2015,13551200000000.00,5231300000000.00,18782500000000.00,1,2016,1,2015,4,11,27
11/25/2015,13488000000000.00,5231610000000.00,18719600000000.00,1,2016,1,2015,4,11,25
11/24/2015,13488200000000.00,5242030000000.00,18730200000000.00,1,2016,1,2015,4,11,24
11/23/2015,13487600000000.00,5235180000000.00,18722700000000.00,1,2016,1,2015,4,11,23
11/20/2015,13487500000000.00,5233310000000.00,18720800000000.00,1,2016,1,2015,4,11,20
11/19/2015,13486000000000.00,5232180000000.00,18718200000000.00,1,2016,1,2015,4,11,19
11/18/2015,13425400000000.00,5232910000000.00,18658300000000.00,1,2016,1,2015,4,11,18
11/17/2015,13425200000000.00,5244790000000.00,18670000000000.00,1,2016,1,2015,4,11,17
11/16/2015,13425300000000.00,5235180000000.00,18660500000000.00,1,2016,1,2015,4,11,16
11/13/2015,13422600000000.00,5230930000000.00,18653500000000.00,1,2016,1,2015,4,11,13
11/12/2015,13422700000000.00,5226340000000.00,18649000000000.00,1,2016,1,2015,4,11,12
11/10/2015,13378000000000.00,5227380000000.00,18605400000000.00,1,2016,1,2015,4,11,10
11/9/2015,13377800000000.00,5236960000000.00,18614800000000.00,1,2016,1,2015,4,11,9
11/6/2015,13378200000000.00,5231640000000.00,18609900000000.00,1,2016,1,2015,4,11,6
11/5/2015,13378300000000.00,5231500000000.00,18609800000000.00,1,2016,1,2015,4,11,5
11/4/2015,13304100000000.00,5228700000000.00,18532900000000.00,1,2016,1,2015,4,11,4
11/3/2015,13304600000000.00,5227700000000.00,18532300000000.00,1,2016,1,2015,4,11,3
11/2/2015,13259600000000.00,5232490000000.00,18492100000000.00,1,2016,1,2015,4,11,2
10/30/2015,13060700000000.00,5092320000000.00,18153000000000.00,1,2016,1,2015,4,10,30
10/29/2015,13040900000000.00,5111640000000.00,18152600000000.00,1,2016,1,2015,4,10,29
10/28/2015,13042000000000.00,5110570000000.00,18152600000000.00,1,2016,1,2015,4,10,28
10/27/2015,13027800000000.00,5124750000000.00,18152600000000.00,1,2016,1,2015,4,10,27
10/26/2015,13034100000000.00,5118530000000.00,18152600000000.00,1,2016,1,2015,4,10,26
10/23/2015,13035400000000.00,5117240000000.00,18152600000000.00,1,2016,1,2015,4,10,23
10/22/2015,13034700000000.00,5117960000000.00,18152700000000.00,1,2016,1,2015,4,10,22
10/21/2015,13042800000000.00,5109870000000.00,18152600000000.00,1,2016,1,2015,4,10,21
10/20/2015,13033800000000.00,5118850000000.00,18152700000000.00,1,2016,1,2015,4,10,20
10/19/2015,13035000000000.00,5117710000000.00,18152700000000.00,1,2016,1,2015,4,10,19
10/16/2015,13040400000000.00,5112270000000.00,18152700000000.00,1,2016,1,2015,4,10,16
10/15/2015,13043800000000.00,5108870000000.00,18152700000000.00,1,2016,1,2015,4,10,15
10/14/2015,13046400000000.00,5104050000000.00,18150500000000.00,1,2016,1,2015,4,10,14
10/13/2015,13046500000000.00,5103970000000.00,18150500000000.00,1,2016,1,2015,4,10,13
10/9/2015,13046800000000.00,5103750000000.00,18150500000000.00,1,2016,1,2015,4,10,9
10/8/2015,13046700000000.00,5103840000000.00,18150500000000.00,1,2016,1,2015,4,10,8
10/7/2015,13060000000000.00,5090570000000.00,18150500000000.00,1,2016,1,2015,4,10,7
10/6/2015,13059800000000.00,5090740000000.00,18150600000000.00,1,2016,1,2015,4,10,6
10/5/2015,13060000000000.00,5090600000000.00,18150600000000.00,1,2016,1,2015,4,10,5
10/2/2015,13061400000000.00,5089190000000.00,18150600000000.00,1,2016,1,2015,4,10,2
10/1/2015,13059300000000.00,5091350000000.00,18150600000000.00,1,2016,1,2015,4,10,1
9/30/2015,13123800000000.00,5026770000000.00,18150600000000.00,1,2015,4,2015,3,9,30
9/29/2015,13138700000000.00,5012360000000.00,18151000000000.00,1,2015,4,2015,3,9,29
9/28/2015,13142700000000.00,5008290000000.00,18151000000000.00,1,2015,4,2015,3,9,28
9/25/2015,13142600000000.00,5008470000000.00,18151100000000.00,1,2015,4,2015,3,9,25
9/24/2015,13140300000000.00,5010770000000.00,18151100000000.00,1,2015,4,2015,3,9,24
9/23/2015,13144900000000.00,5006140000000.00,18151100000000.00,1,2015,4,2015,3,9,23
9/22/2015,13136300000000.00,5014830000000.00,18151100000000.00,1,2015,4,2015,3,9,22
9/21/2015,13143400000000.00,5007660000000.00,18151100000000.00,1,2015,4,2015,3,9,21
9/18/2015,13146500000000.00,5004620000000.00,18151100000000.00,1,2015,4,2015,3,9,18
9/17/2015,13145600000000.00,5005510000000.00,18151100000000.00,1,2015,4,2015,3,9,17
9/16/2015,13153200000000.00,4997850000000.00,18151000000000.00,1,2015,4,2015,3,9,16
9/15/2015,13145100000000.00,5005970000000.00,18151000000000.00,1,2015,4,2015,3,9,15
9/14/2015,13154800000000.00,4996280000000.00,18151100000000.00,1,2015,4,2015,3,9,14
9/11/2015,13156900000000.00,4994170000000.00,18151100000000.00,1,2015,4,2015,3,9,11
9/10/2015,13156700000000.00,4994360000000.00,18151100000000.00,1,2015,4,2015,3,9,10
9/9/2015,13156200000000.00,4994860000000.00,18151100000000.00,1,2015,4,2015,3,9,9
9/8/2015,13147400000000.00,5003710000000.00,18151100000000.00,1,2015,4,2015,3,9,8
9/4/2015,13151700000000.00,4999490000000.00,18151100000000.00,1,2015,4,2015,3,9,4
9/3/2015,13151800000000.00,4999390000000.00,18151200000000.00,1,2015,4,2015,3,9,3
9/2/2015,13142900000000.00,5008230000000.00,18151100000000.00,1,2015,4,2015,3,9,2
9/1/2015,13142900000000.00,5008200000000.00,18151100000000.00,1,2015,4,2015,3,9,1
8/31/2015,13119800000000.00,5031400000000.00,18151200000000.00,1,2015,4,2015,3,8,31
8/28/2015,13128200000000.00,5023040000000.00,18151200000000.00,1,2015,4,2015,3,8,28
8/27/2015,13123900000000.00,5027330000000.00,18151200000000.00,1,2015,4,2015,3,8,27
8/26/2015,13125500000000.00,5025720000000.00,18151200000000.00,1,2015,4,2015,3,8,26
8/25/2015,13113200000000.00,5038090000000.00,18151200000000.00,1,2015,4,2015,3,8,25
8/24/2015,13120300000000.00,5030990000000.00,18151300000000.00,1,2015,4,2015,3,8,24
8/21/2015,13121100000000.00,5030180000000.00,18151300000000.00,1,2015,4,2015,3,8,21
8/20/2015,13121300000000.00,5030000000000.00,18151300000000.00,1,2015,4,2015,3,8,20
8/19/2015,13123700000000.00,5027440000000.00,18151200000000.00,1,2015,4,2015,3,8,19
8/18/2015,13111300000000.00,5039900000000.00,18151200000000.00,1,2015,4,2015,3,8,18
8/17/2015,13121700000000.00,5029490000000.00,18151200000000.00,1,2015,4,2015,3,8,17
8/14/2015,13127700000000.00,5023500000000.00,18151200000000.00,1,2015,4,2015,3,8,14
8/13/2015,13126100000000.00,5025130000000.00,18151200000000.00,1,2015,4,2015,3,8,13
8/12/2015,13128000000000.00,5023270000000.00,18151200000000.00,1,2015,4,2015,3,8,12
8/11/2015,13116200000000.00,5035040000000.00,18151200000000.00,1,2015,4,2015,3,8,11
8/10/2015,13120900000000.00,5030320000000.00,18151200000000.00,1,2015,4,2015,3,8,10
8/7/2015,13133900000000.00,5017360000000.00,18151300000000.00,1,2015,4,2015,3,8,7
8/6/2015,13133300000000.00,5017970000000.00,18151300000000.00,1,2015,4,2015,3,8,6
8/5/2015,13139200000000.00,5012050000000.00,18151300000000.00,1,2015,4,2015,3,8,5
8/4/2015,13139900000000.00,5011410000000.00,18151300000000.00,1,2015,4,2015,3,8,4
8/3/2015,13154200000000.00,4997080000000.00,18151300000000.00,1,2015,4,2015,3,8,3
7/31/2015,13135000000000.00,5016280000000.00,18151300000000.00,1,2015,4,2015,3,7,31
7/30/2015,13115000000000.00,5036820000000.00,18151900000000.00,1,2015,4,2015,3,7,30
7/29/2015,13094600000000.00,5057230000000.00,18151800000000.00,1,2015,4,2015,3,7,29
7/28/2015,13093900000000.00,5058000000000.00,18151900000000.00,1,2015,4,2015,3,7,28
7/27/2015,13098000000000.00,5053910000000.00,18151900000000.00,1,2015,4,2015,3,7,27
7/24/2015,13099900000000.00,5051940000000.00,18151900000000.00,1,2015,4,2015,3,7,24
7/23/2015,13099800000000.00,5052130000000.00,18151900000000.00,1,2015,4,2015,3,7,23
7/22/2015,13101100000000.00,5050750000000.00,18151800000000.00,1,2015,4,2015,3,7,22
7/21/2015,13088900000000.00,5062910000000.00,18151800000000.00,1,2015,4,2015,3,7,21
7/20/2015,13094400000000.00,5057410000000.00,18151800000000.00,1,2015,4,2015,3,7,20
7/17/2015,13097200000000.00,5054660000000.00,18151900000000.00,1,2015,4,2015,3,7,17
7/16/2015,13099100000000.00,5052800000000.00,18151900000000.00,1,2015,4,2015,3,7,16
7/15/2015,13106500000000.00,5045330000000.00,18151900000000.00,1,2015,4,2015,3,7,15
7/14/2015,13096900000000.00,5054960000000.00,18151900000000.00,1,2015,4,2015,3,7,14
7/13/2015,13101200000000.00,5050650000000.00,18151900000000.00,1,2015,4,2015,3,7,13
7/10/2015,13103600000000.00,5048290000000.00,18151900000000.00,1,2015,4,2015,3,7,10
7/9/2015,13102600000000.00,5049320000000.00,18151900000000.00,1,2015,4,2015,3,7,9
7/8/2015,13106300000000.00,5045640000000.00,18151900000000.00,1,2015,4,2015,3,7,8
7/7/2015,13093600000000.00,5058290000000.00,18151900000000.00,1,2015,4,2015,3,7,7
7/6/2015,13101000000000.00,5051000000000.00,18152000000000.00,1,2015,4,2015,3,7,6
7/3/2015,13103200000000.00,5048800000000.00,18152000000000.00,1,2015,4,2015,3,7,3
7/2/2015,13105900000000.00,5046090000000.00,18152000000000.00,1,2015,4,2015,3,7,2
7/1/2015,13093700000000.00,5058320000000.00,18152000000000.00,1,2015,4,2015,3,7,1
6/30/2015,13076400000000.00,5075580000000.00,18152000000000.00,1,2015,3,2015,2,6,30
6/29/2015,13070800000000.00,5081830000000.00,18152700000000.00,1,2015,3,2015,2,6,29
6/26/2015,13070800000000.00,5081870000000.00,18152700000000.00,1,2015,3,2015,2,6,26
6/25/2015,13071900000000.00,5080770000000.00,18152700000000.00,1,2015,3,2015,2,6,25
6/24/2015,13071200000000.00,5081440000000.00,18152600000000.00,1,2015,3,2015,2,6,24
6/23/2015,13059500000000.00,5093110000000.00,18152600000000.00,1,2015,3,2015,2,6,23
6/22/2015,13068300000000.00,5084330000000.00,18152700000000.00,1,2015,3,2015,2,6,22
6/19/2015,13072100000000.00,5080550000000.00,18152700000000.00,1,2015,3,2015,2,6,19
6/18/2015,13071200000000.00,5081450000000.00,18152700000000.00,1,2015,3,2015,2,6,18
6/17/2015,13073500000000.00,5079150000000.00,18152700000000.00,1,2015,3,2015,2,6,17
6/16/2015,13067400000000.00,5085320000000.00,18152700000000.00,1,2015,3,2015,2,6,16
6/15/2015,13075200000000.00,5077530000000.00,18152700000000.00,1,2015,3,2015,2,6,15
6/12/2015,13081800000000.00,5070930000000.00,18152700000000.00,1,2015,3,2015,2,6,12
6/11/2015,13082400000000.00,5070390000000.00,18152800000000.00,1,2015,3,2015,2,6,11
6/10/2015,13085300000000.00,5067410000000.00,18152800000000.00,1,2015,3,2015,2,6,10
6/9/2015,13068800000000.00,5083950000000.00,18152800000000.00,1,2015,3,2015,2,6,9
6/8/2015,13074900000000.00,5077900000000.00,18152800000000.00,1,2015,3,2015,2,6,8
6/5/2015,13080200000000.00,5072660000000.00,18152800000000.00,1,2015,3,2015,2,6,5
6/4/2015,13078700000000.00,5074090000000.00,18152800000000.00,1,2015,3,2015,2,6,4
6/3/2015,13082600000000.00,5070240000000.00,18152800000000.00,1,2015,3,2015,2,6,3
6/2/2015,13066000000000.00,5086870000000.00,18152800000000.00,1,2015,3,2015,2,6,2
6/1/2015,13073600000000.00,5079260000000.00,18152800000000.00,1,2015,3,2015,2,6,1
5/29/2015,13052700000000.00,5100150000000.00,18152900000000.00,1,2015,3,2015,2,5,29
5/28/2015,13054700000000.00,5097720000000.00,18152400000000.00,1,2015,3,2015,2,5,28
5/27/2015,13052500000000.00,5099840000000.00,18152300000000.00,1,2015,3,2015,2,5,27
5/26/2015,13046300000000.00,5106010000000.00,18152300000000.00,1,2015,3,2015,2,5,26
5/22/2015,13050100000000.00,5102300000000.00,18152400000000.00,1,2015,3,2015,2,5,22
5/21/2015,13049400000000.00,5103000000000.00,18152400000000.00,1,2015,3,2015,2,5,21
5/20/2015,13051200000000.00,5101140000000.00,18152400000000.00,1,2015,3,2015,2,5,20
5/19/2015,13039900000000.00,5112470000000.00,18152400000000.00,1,2015,3,2015,2,5,19
5/18/2015,13049600000000.00,5102770000000.00,18152400000000.00,1,2015,3,2015,2,5,18
5/15/2015,13053000000000.00,5099410000000.00,18152400000000.00,1,2015,3,2015,2,5,15
